Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Sí o no;Total
Mujeres;Total;Extremadura;Antibióticos;No;98,00
Mujeres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;Sí;12,13
Mujeres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;No;87,87
Mujeres;Total;Extremadura;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Extremadura;Medicamentos para la alergia;Sí;4,03
Mujeres;Total;Extremadura;Medicamentos para la alergia;No;95,97
Mujeres;Total;Extremadura;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el reuma;Sí;0,45
Mujeres;Total;Extremadura;Medicinas para el reuma;No;99,55
Mujeres;Total;Extremadura;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el corazón;Sí;3,57
Mujeres;Total;Extremadura;Medicinas para el corazón;No;96,43
Mujeres;Total;Extremadura;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para la tensión arterial;Sí;22,76
Mujeres;Total;Extremadura;Medicinas para la tensión arterial;No;77,24
Mujeres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;Sí;10,36
Mujeres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;No;89,64
Mujeres;Total;Extremadura;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Extremadura;Antidepresivos, estimulantes;Sí;5,96
Mujeres;Total;Extremadura;Antidepresivos, estimulantes;No;94,04
Mujeres;Total;Extremadura;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Extremadura;Píldoras para no quedar embarazada;Sí;1,42
Mujeres;Total;Extremadura;Píldoras para no quedar embarazada;No;98,58
Mujeres;Total;Extremadura;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Extremadura;Hormonas para la menopausia;Sí;0,20
Mujeres;Total;Extremadura;Hormonas para la menopausia;No;99,80
Mujeres;Total;Extremadura;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Extremadura;Medicamentos para el colesterol;Sí;15,16
Mujeres;Total;Extremadura;Medicamentos para el colesterol;No;84,84
Mujeres;Total;Extremadura;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Extremadura;Medicamentos para la diabetes;Sí;7,69
Mujeres;Total;Extremadura;Medicamentos para la diabetes;No;92,31
Mujeres;Total;Extremadura;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Extremadura;Medicamentos para el tiroides;Sí;9,75
Mujeres;Total;Extremadura;Medicamentos para el tiroides;No;90,25
Mujeres;Total;Extremadura;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Extremadura;Otros medicamentos;Sí;10,57
Mujeres;Total;Extremadura;Otros medicamentos;No;89,43
Mujeres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;Sí;8,34
Mujeres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;No;91,66
Mujeres;Total;Galicia;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el dolor;Sí;40,23
Mujeres;Total;Galicia;Medicinas para el dolor;No;59,77
Mujeres;Total;Galicia;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para bajar la fiebre;Sí;2,02
Mujeres;Total;Galicia;Medicinas para bajar la fiebre;No;97,98
Mujeres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);Sí;11,15
Mujeres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);No;88,85
Mujeres;Total;Galicia;Laxantes;TOTAL;100,00
Mujeres;Total;Galicia;Laxantes;Sí;2,86
Mujeres;Total;Galicia;Laxantes;No;97,14
Mujeres;Total;Galicia;Antibióticos;TOTAL;100,00
Mujeres;Total;Galicia;Antibióticos;Sí;3,81
Mujeres;Total;Galicia;Antibióticos;No;96,19
Mujeres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;Sí;19,93
Mujeres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;No;80,07
Mujeres;Total;Galicia;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Galicia;Medicamentos para la alergia;Sí;4,00
Mujeres;Total;Galicia;Medicamentos para la alergia;No;96,00
Mujeres;Total;Galicia;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el reuma;Sí;5,42
Mujeres;Total;Galicia;Medicinas para el reuma;No;94,58
Mujeres;Total;Galicia;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el corazón;Sí;5,89
Mujeres;Total;Galicia;Medicinas para el corazón;No;94,11
Mujeres;Total;Galicia;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para la tensión arterial;Sí;20,78
Mujeres;Total;Galicia;Medicinas para la tensión arterial;No;79,22
Mujeres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;Sí;16,45
Mujeres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;No;83,55
Mujeres;Total;Galicia;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Galicia;Antidepresivos, estimulantes;Sí;10,73
Mujeres;Total;Galicia;Antidepresivos, estimulantes;No;89,27
Mujeres;Total;Galicia;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Galicia;Píldoras para no quedar embarazada;Sí;6,44
Mujeres;Total;Galicia;Píldoras para no quedar embarazada;No;93,56
Mujeres;Total;Galicia;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Galicia;Hormonas para la menopausia;Sí;0,20
Mujeres;Total;Galicia;Hormonas para la menopausia;No;99,80
Mujeres;Total;Galicia;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Galicia;Medicamentos para el colesterol;Sí;18,74
Mujeres;Total;Galicia;Medicamentos para el colesterol;No;81,26
Mujeres;Total;Galicia;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Galicia;Medicamentos para la diabetes;Sí;5,39
Mujeres;Total;Galicia;Medicamentos para la diabetes;No;94,61
Mujeres;Total;Galicia;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Galicia;Medicamentos para el tiroides;Sí;7,89
Mujeres;Total;Galicia;Medicamentos para el tiroides;No;92,11
Mujeres;Total;Galicia;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Galicia;Otros medicamentos;Sí;13,08
Mujeres;Total;Galicia;Otros medicamentos;No;86,92
Mujeres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;11,24
Mujeres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;No;88,76
Mujeres;Total;Madrid (Comunidad de);Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el dolor;Sí;44,69
Mujeres;Total;Madrid (Comunidad de);Medicinas para el dolor;No;55,31
Mujeres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;Sí;5,01
Mujeres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;No;94,99
Mujeres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;11,00
Mujeres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);No;89,00
Mujeres;Total;Madrid (Comunidad de);Laxantes;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Laxantes;Sí;2,77
Mujeres;Total;Madrid (Comunidad de);Laxantes;No;97,23
Mujeres;Total;Madrid (Comunidad de);Antibióticos;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Antibióticos;Sí;6,61
Mujeres;Total;Madrid (Comunidad de);Antibióticos;No;93,39
Mujeres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;Sí;13,06
Mujeres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;No;86,94
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la alergia;Sí;4,52
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la alergia;No;95,48
Mujeres;Total;Madrid (Comunidad de);Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el reuma;Sí;3,24
Mujeres;Total;Madrid (Comunidad de);Medicinas para el reuma;No;96,76
Mujeres;Total;Madrid (Comunidad de);Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el corazón;Sí;4,07
Mujeres;Total;Madrid (Comunidad de);Medicinas para el corazón;No;95,93
Mujeres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;Sí;16,65
Mujeres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;No;83,35
Mujeres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;Sí;8,43
Mujeres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;No;91,57
Mujeres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;Sí;4,82
Mujeres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;No;95,18
Mujeres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;Sí;3,74
Mujeres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;No;96,26
Mujeres;Total;Madrid (Comunidad de);Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Hormonas para la menopausia;Sí;0,50
Mujeres;Total;Madrid (Comunidad de);Hormonas para la menopausia;No;99,50
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;Sí;11,39
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;No;88,61
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;Sí;5,53
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;No;94,47
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;Sí;7,87
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;No;92,13
Mujeres;Total;Madrid (Comunidad de);Otros medicamentos;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Otros medicamentos;Sí;12,83
Mujeres;Total;Madrid (Comunidad de);Otros medicamentos;No;87,17
Mujeres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;5,57
Mujeres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;No;94,43
Mujeres;Total;Murcia (Región de);Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para el dolor;Sí;38,80
Mujeres;Total;Murcia (Región de);Medicinas para el dolor;No;61,20
Mujeres;Total;Murcia (Región de);Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para bajar la fiebre;Sí;0,80
Mujeres;Total;Murcia (Región de);Medicinas para bajar la fiebre;No;99,20
Mujeres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;7,11
Mujeres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);No;92,89
Mujeres;Total;Murcia (Región de);Laxantes;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Laxantes;Sí;3,01
Mujeres;Total;Murcia (Región de);Laxantes;No;96,99
Mujeres;Total;Murcia (Región de);Antibióticos;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Antibióticos;Sí;2,19
Mujeres;Total;Murcia (Región de);Antibióticos;No;97,81
Mujeres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;Sí;19,30
Mujeres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;No;80,70
Mujeres;Total;Murcia (Región de);Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicamentos para la alergia;Sí;6,27
Mujeres;Total;Murcia (Región de);Medicamentos para la alergia;No;93,73
Mujeres;Total;Murcia (Región de);Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para el reuma;Sí;3,08
Mujeres;Total;Murcia (Región de);Medicinas para el reuma;No;96,92
Mujeres;Total;Murcia (Región de);Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para el corazón;Sí;4,48
Mujeres;Total;Murcia (Región de);Medicinas para el corazón;No;95,52
Mujeres;Total;Murcia (Región de);Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para la tensión arterial;Sí;21,51
Mujeres;Total;Murcia (Región de);Medicinas para la tensión arterial;No;78,49
Mujeres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;Sí;14,89
Mujeres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;No;85,11
Mujeres;Total;Murcia (Región de);Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Antidepresivos, estimulantes;Sí;9,94
Mujeres;Total;Murcia (Región de);Antidepresivos, estimulantes;No;90,06
Mujeres;Total;Murcia (Región de);Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Píldoras para no quedar embarazada;Sí;5,14
Mujeres;Total;Murcia (Región de);Píldoras para no quedar embarazada;No;94,86
Mujeres;Total;Murcia (Región de);Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Hormonas para la menopausia;Sí;0,77
Mujeres;Total;Murcia (Región de);Hormonas para la menopausia;No;99,23
Mujeres;Total;Murcia (Región de);Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicamentos para el colesterol;Sí;12,58
Mujeres;Total;Murcia (Región de);Medicamentos para el colesterol;No;87,42
Mujeres;Total;Murcia (Región de);Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicamentos para la diabetes;Sí;7,06
Mujeres;Total;Murcia (Región de);Medicamentos para la diabetes;No;92,94
Mujeres;Total;Murcia (Región de);Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicamentos para el tiroides;Sí;12,07
Mujeres;Total;Murcia (Región de);Medicamentos para el tiroides;No;87,93
Mujeres;Total;Murcia (Región de);Otros medicamentos;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Otros medicamentos;Sí;14,65
Mujeres;Total;Murcia (Región de);Otros medicamentos;No;85,35
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;7,73
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;No;92,27
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;Sí;39,20
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;No;60,80
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;Sí;2,03
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;No;97,97
Mujeres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;6,42
Mujeres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);No;93,58
Mujeres;Total;Navarra (Comunidad Foral de);Laxantes;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Laxantes;Sí;1,67
Mujeres;Total;Navarra (Comunidad Foral de);Laxantes;No;98,33
Mujeres;Total;Navarra (Comunidad Foral de);Antibióticos;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Antibióticos;Sí;2,99
Mujeres;Total;Navarra (Comunidad Foral de);Antibióticos;No;97,01
Mujeres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;Sí;10,87
Mujeres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;No;89,13
Mujeres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;Sí;0,81
Mujeres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;No;99,19
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;Sí;1,52
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;No;98,48
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;Sí;4,74
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;No;95,26
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;Sí;13,81
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;No;86,19
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;Sí;11,17
Mujeres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;No;88,83
Mujeres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;Sí;3,54
Mujeres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;No;96,46
Mujeres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;Sí;3,39
Mujeres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;No;96,61
Mujeres;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;Sí;0,50
